repo,issue_pr_number,kind,title,expected_family,status,missing_condition,reasoning,strong_signal,paper_link,gold_confirmation,post_fix_commit,pre_fix_commit,candidate_paper,candidate_claim
openai/gym,3072,PR,Fix mujoco_py only installation,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3066,PR,Add a complete compatibility wrapper,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3064,PR,Fix lunar lander reward doc,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3063,PR,fix: restore auto human rendering,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3062,PR,fix: restore auto human rendering,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3061,PR,Fix pyright errors in envs and spaces folders,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3060,PR,environment agnostic {mode}_list render mode,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3059,PR,Correct the module scope of DeprecationWarning warning filter,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,True,,,,
openai/gym,3056,PR,Release notes for v0.26.0,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,True,,,table,
openai/gym,3055,PR,fix: test_record_video_within_vector,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3053,PR,Replace all references to gymlibrary.ml domain with new .dev address,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3048,PR,Add testing for Fundamental spaces with full coverage,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3047,PR,Update Composite spaces with full coverage,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3046,PR,Make moviepy an optional dependancy,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3044,PR,Set offwidth and offheight properly before make MjrContext to support ,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3041,PR,Updates the make and registration functions with better parameters and,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3037,PR,Fix toy_text rendering on headless machines,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3036,PR,Rename rotors in mujoco swimmer env,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3035,PR,Fixed typo in the contributing guidelines,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3033,PR,Updates to v0.25.2,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3029,PR,Corrected episode end description for mujoco/ant,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3028,PR,Add testing for step api compatibility functions and wrapper,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3027,PR,Remove old Render API,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3026,PR,Fix envpool bug with missing mask key,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3025,PR,Fix unpickling Box2D and MuJoCo envs,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3024,PR,Consider key order in `spaces.Dict.__eq__`,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3022,PR,removed inline RandomNumberGenerator implementation ,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3019,PR,Support only new step API (while retaining compatibility functions) ,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3013,PR,TimeAwareObservationV0 Wrapper,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3011,PR,Reduce memory consumption and hanging for Dict and Tuple spaces,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3009,PR,Add swig as a Box2D dependency,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3008,PR,Update Code of Conduct,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3007,PR,Add type annotations for metadata and render_mode,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3006,PR,Fix for pickling environments,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3002,PR,Lambda action and Lambda observation wrappers,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3001,PR,Avoid metaclass conflicts when inheriting from `gym.Env`,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
